,EField,Pressure,TownsendAlpha,TownsendAlpha_err,Attachment,Attachment_err
0,1000.0,750.062,0.0,0.0,0.0,0.0
1,1115.883992507748,750.062,0.0,0.0,0.0,0.0
2,1245.197084735033,750.062,0.0,0.0,0.0,0.0
3,1389.4954943731375,750.062,0.0,0.0,0.0,0.0
4,1550.5157798326254,750.062,0.0,0.0,0.0,0.0
5,1730.1957388458943,750.062,0.0,0.0,0.0,0.0
6,1930.6977288832495,750.062,0.0,0.0,0.0,0.0
7,2154.4346900318847,750.062,0.0,0.0,0.0,0.0
8,2404.0991835099717,750.062,0.0,0.0,0.0,0.0
9,2682.6957952797247,750.062,0.0,0.0,0.0,0.0
10,2993.5772947204905,750.062,0.0,0.0,0.0,0.0
11,3340.4849835132445,750.062,0.04093404397444577,0.02827687335823798,0.0,0.0
12,3727.593720314938,750.062,0.19980837098495183,0.0650660072431943,0.02220093010943909,0.021688669081064763
13,4159.562163071847,750.062,0.19113757809119622,0.06601806912919671,0.19113757809119622,0.06601806912919671
14,4641.588833612777,750.062,0.884767770447874,0.14610228385095042,0.10111631662261418,0.04939158672887367
15,5179.474679231213,750.062,1.7609818138127307,0.21017410291616703,0.26283310653921355,0.08119733979964884
16,5779.692884153314,750.062,3.6322929212547446,0.3054046976310662,0.16143524094465533,0.06438496350861332
17,6449.466771037621,750.062,6.103718540524852,0.3957703938892083,0.32266353518193047,0.09099572667873648
18,7196.856730011521,750.062,11.658296354874627,0.5467036318761833,0.3492116419662907,0.09461909076552548
19,8030.857221391512,750.062,18.079879045610333,0.6733843742455125,0.7095301369643591,0.13339842358724427
20,8961.50501946605,750.062,25.70649705387458,0.7937570484592569,0.6420204059409235,0.12544130411746393
21,10000.0,750.062,39.6642614153501,0.9681214636406033,0.8170540740989721,0.13894904390263604
22,11158.83992507748,750.062,54.05762267644474,1.1076918428752471,0.8799525028721755,0.14132536042308255
23,12451.97084735032,750.062,73.7309328952355,1.2675860156010292,0.9361933257059942,0.1428352321970279
24,13894.95494373136,750.062,98.12526816051945,1.4280617790704917,0.6315208115080037,0.11456458889614646
25,15505.157798326254,750.062,126.27322247363853,1.5790697416550614,0.45518775920367816,0.09480712284457672
26,17301.957388458944,750.062,166.5778041824476,1.7718882260750457,0.7701878320231722,0.12048308587725179
27,19306.977288832495,750.062,211.75999719398843,1.9445575938127293,0.8606608827463745,0.12396950914538862
28,21544.346900318822,750.062,271.682782026697,2.1405051958645966,0.8305099678214476,0.11834710892786322
29,24040.991835099743,750.062,334.7816553288791,2.30659500137589,0.7992797540803878,0.1127041548111999
30,26826.957952797275,750.062,412.41153329516044,2.4867256900531918,0.6127257066099526,0.09585075336072776
31,29935.772947204903,750.062,512.4349570151002,2.69208015711721,0.622390636050729,0.09382101729489
32,33404.849835132445,750.062,618.5362910434817,2.8624939769292324,0.4996927085311552,0.0813604786235612
33,37275.93720314938,750.062,754.1629884784581,3.065956541346377,0.6791202057437713,0.09200400082047525
34,41595.62163071843,750.062,904.4192381759468,3.2514263262285827,0.5144034451463866,0.07754270666709785
35,46415.888336127726,750.062,1078.4632637060915,3.43762098999348,0.5396162519475192,0.0768949510816806
36,51794.74679231213,750.062,1278.505424103545,3.6153728810585015,0.39635274982682156,0.0636564985509136
37,57796.92884153313,750.062,1502.376558317625,3.7948031325134384,0.46199158822522063,0.06654522306023831
38,64494.667710376205,750.062,1759.2224883594347,3.9641262011213225,0.2807837469849387,0.05008100906872977
39,71968.56730011514,750.062,2048.9564692536355,4.131258916786634,0.3229314592025239,0.05186462305043099
40,80308.5722139152,750.062,2370.9719624059453,4.289202198093888,0.25203731803481294,0.044222748955527164
41,89615.05019466049,750.062,2734.028135981705,4.440669354843669,0.2267209665794597,0.040438290696171074
42,100000.0,750.062,3128.3362233042158,4.578462082916552,0.2457369133923166,0.04057869813106609
