,EField,Pressure,TownsendAlpha,TownsendAlpha_err,Attachment,Attachment_err
0,1000.0,750.062,0.0,0.0,1.6209842071270932,0.21549819484519372
1,1193.776641714437,750.062,0.0,0.0,2.6584126688691088,0.3039643847882829
2,1425.1026703029977,750.062,0.0,0.0,4.116540465778808,0.4083271473167067
3,1701.2542798525892,750.062,0.0,0.0,5.728164734198816,0.5108420146839497
4,2030.9176209047348,750.062,0.0,0.0,6.676472644112276,0.5787712453379499
5,2424.462017082328,750.062,0.0,0.0,9.71957349657433,0.7261241578128927
6,2894.2661247167516,750.062,0.0,0.0,9.355429639539919,0.7271046569920998
7,3455.1072945922183,750.062,0.0,0.0,9.748974317893268,0.7369914059541798
8,4124.626382901352,750.062,0.0,0.0,7.921287863112712,0.6494016035561535
9,4923.882631706741,750.062,0.20226542924783217,0.09879919309395513,8.090617169913285,0.6248609623273526
10,5878.0160722749115,750.062,0.2732657852719272,0.1089861638012322,6.603923144071573,0.535771665531099
11,7017.03828670383,750.062,1.9426709033852572,0.2739304744360195,5.706595778694194,0.46949317931433443
12,8376.776400682924,750.062,4.908353663417616,0.4126964148928177,4.944711838702191,0.41422210000319204
13,10000.0,750.062,12.649696003000265,0.6217893421878286,4.035092902222869,0.35118018110854465
14,11937.766417144358,750.062,24.86528292242084,0.8259373086688107,3.5932489772284444,0.3139742538161439
15,14251.026703029993,750.062,45.81950866484289,1.055937277912655,2.9322445723188273,0.26712405804857325
16,17012.54279852589,750.062,79.39009944387988,1.3094782412817194,2.693107706334579,0.24118037983308555
17,20309.17620904735,750.062,135.46621556135696,1.6183672064822658,2.1473633691496694,0.2037578458771989
18,24244.62017082331,750.062,213.21109005707112,1.9155315648780091,1.8212381677743728,0.177038527697447
19,28942.661247167518,750.062,325.4081036603405,2.231988158967459,1.5399377872124957,0.15354274205407598
20,34551.072945922184,750.062,474.785205789155,2.5478247630096833,1.232017612029067,0.12978647090605178
21,41246.26382901348,750.062,669.4831938496393,2.854799006284567,0.9311310067449782,0.10646603777393723
22,49238.82631706742,750.062,918.751907261166,3.1537373367845656,0.7826695013521545,0.09204826315371431
23,58780.16072274912,750.062,1233.9235193539803,3.4475278194448156,0.7468537578291717,0.08481671412444779
24,70170.38286703837,750.062,1622.6417853819282,3.7227504804503706,0.7069827653358869,0.07770644019848381
25,83767.76400682924,750.062,2103.036452770737,3.9895303523366836,0.4599400990222577,0.05899959228163021
26,100000.0,750.062,2674.8588721735487,4.233566516465529,0.39316646108344006,0.051326799291173515
27,119377.66417144357,750.062,3346.62197066659,4.444223756877153,0.34629780325606274,0.04520822501929036
28,142510.26703029993,750.062,4113.65462220272,4.618612235045129,0.26623662039998847,0.03715621648444463
29,170125.42798525892,750.062,4970.569938558875,4.743961540708841,0.21822801188625832,0.03143354143037755
30,203091.7620904739,750.062,5899.693018197691,4.816990080126127,0.13599175038279712,0.023126894893919444
31,242446.20170823307,750.062,6872.0452442237765,4.82700744798683,0.12078844187182824,0.02023707090740969
32,289426.61247167515,750.062,7827.696245389106,4.764628080998566,0.08204730983168998,0.015425675698495997
33,345510.7294592218,750.062,8707.024427882232,4.623812479423602,0.059174559405106575,0.012054046093481447
34,412462.6382901348,750.062,9414.619134389324,4.396661223759636,0.0451792565366895,0.009631438712314809
35,492388.26317067415,750.062,9885.266912749013,4.100668297380495,0.03742973136420403,0.00797937352864537
36,587801.6072274912,750.062,10031.505981871018,3.7314371211634425,0.014543289630090519,0.004492875518796136
37,701703.8286703837,750.062,9778.15484742473,3.301286430908242,0.009342777894021614,0.0032269539199244416
38,837677.6400682924,750.062,9039.621888610187,2.805365679970754,0.003648927376792915,0.0017823662789346701
39,1000000.0,750.062,7813.44982397231,2.237344328529225,0.017453105323465425,0.003343857552879881
